,country,description,designation,points,price,province,region_1,region_2,variety,winery
4252,US,"Winemaker Kenneth Juhasz sources fruit from the Ranch House Block within the larger Durell Vineyard for this wine. From Wente clones, it offers intensity and bracing acidity—a crisp, bright and stony celebration that's both lovely and sublime. Its gravelly texture recalls rock candy and apple sprinkled with spice.",Durell Vineyard,93,45.0,California,Sonoma Coast,Sonoma,Chardonnay,Dunstan
4253,US,"The vineyard from which this wine is sourced sits along the Gualala River in view of the Pacific Ocean, enjoying coastal weather and elevations of up to 1,100 feet. Baked blueberry pie laced with clove is the first impression, supported by bright acidity. Exotic in profile, it imparts cedar and tea notes, its tannins fine yet tenacious.",McDougall Vineyard,93,62.0,California,Fort Ross-Seaview,Sonoma,Pinot Noir,Dutton-Goldfield
4254,Spain,"Ripe black-fruit aromas are cuddly and reflect the warm conditions of 2012. Tight and ribbed on the palate, this has the structure to handle blackberry, chocolate and peppery spice flavors without seeming overripe or jammy. A saturated finish benefits from the right amount of acidity. Drink through 2023.",Selección,93,40.0,Northern Spain,Bierzo,,Mencía,Godelia
4255,Italy,"Ripe plum, tobacco, dark spice and balsamic aromas adorn this invigorating red. Firm and full-bodied, the palate delivers wild cherry, crushed raspberry, star anise and grilled herb flavors with a backbone of youthful, bracing tannins. It's already tempting but give it time to fully come around. Drink 2020–2032.",,93,85.0,Tuscany,Brunello di Montalcino,,Sangiovese,Il Poggione
4256,US,"A lavish deep blend of 66% Mourvèdre and 34% Tannat, this is not for the faint of heart or weak in spirit. Pitch black in the glass, it shows espresso, vanilla, caramel and leather touches on the nose. Black cherry and crème de cassis flavors pop on the palate, with strong coffee-like tannins and a creamy vanilla finish. It's still quite young.",WCS,93,75.0,California,Paso Robles Willow Creek District,Central Coast,Red Blend,Jada Vineyard & Winery
4257,US,"This tiny hands-on artisanal producer has a particular gift for expressing the fruit of the Maresh vineyard, which was originally planted 45 years ago. This new release is elegant and aromatic, with precise details throughout. Fresh raspberries, light chocolate, a hint of nougat and persistent length are all part of the equation. Drink now through 2024.",Maresh Vineyard,93,60.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Kelley Fox
4258,US,"Owned by the Wrights, this vineyard delivers smooth, forward, full-bodied flavors of cranberry, raspberry and blue plum. There's a tart snap to the fruit, and a clear sense that it has the structure and depth to develop nicely over the next decade or longer.",Canary Hill Vineyard,93,63.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Ken Wright
4259,US,"There's something almost Grenache-like in the flavors here, which are focused, youthful and packed with ripe red fruits. It's tart and well-tempered, and lingers gracefully. Hints of orange peel lead into an impression of orange liqueur, framing the supple tannins. Drink now through 2025.",Tanager Vineyard,93,63.0,Oregon,Willamette Valley,,Pinot Noir,Ken Wright
4260,US,"While sunny melon and peach flavors are forward and fruity, an underlining of chalky minerality lends finesse and elegance to this dry, neatly composed wine. It feels sprightly on the palate, finishing briskly on a lifted white-blossom note.",3 Generations,88,20.0,New York,Finger Lakes,Finger Lakes,Riesling,Lakewood
4261,US,"Thick and rich, this is a wine of breadth and depth, yeasty in baked bread and ripe in fresh raspberry. The proceedings are accented in Asian spice and black pepper through the finish.",,88,45.0,California,Sonoma Valley,Sonoma,Syrah,Miracle Hill
4262,Canada,"Aged 10 months in 25% new American oak, this pleasantly oaky wine delights with its complexity and overall balance. Pineapple, peach and citrus fruits are complemented by notes of coconut (there's that American oak) and hazelnut. Firm acids bring further citrus highlights to the finish.",Reserve,88,24.0,British Columbia,Okanagan Valley,,Chardonnay,Mission Hill
4263,US,"Clarissa Nagy, whose main job is making wine for Riverbench, sources grapes from the nearby Garey Ranch Vineyard for this bottling. It shows strawberry, plum blossom, beet juice, rose petals and cola on the nose. The palate is light and easy, with flavors of pencil lead, Earl Grey tea and brisk cranberry juice.",,88,48.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Nagy
4264,US,"Grenache makes up nearly three-quarters of this blend, with the rest Syrah and Mourvèdre. Bright raspberry, cranberry, rose hip and white pepper aromas lead to elegant yet high octane fruit flavors that taper toward the warm finish.",Una Notte,88,30.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,:Nota Bene
4265,Turkey,"Made of 100% Çalkarasi, an indigenous Turkish grape, this coral-colored wine offers a bouquet of strawberry and pomegranate. It is both full on the palate and refreshing, with flavors of strawberry, pomegranate, aniseed, lavender and a hint of smoke.",Çalkarasi,88,15.0,Aegean,,,Rosé,Paşaeli
4266,US,"Varietal offerings are a rarity in this appellation. This one brings aromas of dill, woodspice and vanilla, with the focus on the barrel. The tart red cherry flavors are silky smooth, gliding on the finish.",Estate,88,34.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sangiovese,Plumb Cellars
4267,US,"Coconut, chocolate and coffee make for sweet and savory companions in this mushy, grippy and satisfying wine. Big on power and concentration, it has an underlay of brown sugar.",Sonoma County Ranches,88,36.0,California,Dry Creek Valley,Sonoma,Zinfandel,Phipps
4268,Italy,"Subdued aromas of French oak, espresso, game and a hint of exotic spice come together in the glass. The palate delivers toast, licorice, roasted coffee bean, fleshy black cherry and oak-driven spice accompanied by fine-grained tannins. It's already rather evolved so drink sooner rather than later.",Borromeo Riserva,88,56.0,Tuscany,Chianti Classico,,Red Blend,Poggio Borgoni
4269,US,"Floral and funky, this combines 47% Syrah, 42% Malbec, 10% Cabernet Franc and 1% Viognier. Medium-strength, it's a rustic, dusty wine with notes of blackberry, blueberry and a touch of dried herb.",,88,18.0,California,Sonoma County,Sonoma,Red Blend,The Lost Colony
4270,Turkey,"Dark cherry in color, this wine features a bouquet of raspberry and chocolate with a hint of smoked meat. It is very light on the palate, and flavors of cherry, strawberry and thyme play on the tongue into the bright, clean finish.",Reserve,88,25.0,Ankara,,,Kalecik Karasi,Vinkara
4271,US,"This variety's signature dried- and fresh-herb aromas are on full display, with light barrel spices in the background. The palate brings lightly sweet plum and currant flavors that provide appeal.",,88,14.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Skyfall
4272,Italy,"A blend of Cabernet Sauvignon, Merlot, Syrah, Montepulciano, Sangiovese and a drop of Petit Verdot, this has aromas of pressed blue flower, dark-skinned berry and toast. The firm, straightforward palate offers black currant, clove and a hint of tobacco. Fine-grained tannins proved the frame work.",642° Il Canapone,88,18.0,Tuscany,Maremma Toscana,,Red Blend,Tenuta La Badiola
4273,Italy,"Aromas of scorched earth, chopped mint, menthol, dried herb and mature berry lead the nose. The robust palate offers raisin, licorice, clove and espresso alongside evident alcohol. Aggressive tannins leave an astringent, tongue-drying close.",Riserva,88,80.0,Tuscany,Brunello di Montalcino,,Sangiovese,Tenuta Vitanza
4274,Italy,"This hearty red opens with aromas of toast, coffee bean, ripe plum, leather and a dash of menthol. The warm, robust palate offers dried black cherry marinated in spirits, raisin, licorice and espresso alongside dusty tannins that dry out the finish. Showing the heat of the vintage, it's already evolved, with evident alcohol that throws it off-balance.",Massimo Riserva,88,,Tuscany,Brunello di Montalcino,,Sangiovese,Villa Le Prata
4275,US,"This wine offers aromas of clove and woodspice, with blue-fruit notes in the background. The flavors showing pleasing density and weight, shortening up on the finish.",,88,14.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Waterbrook
4276,US,"Made from 68% Pinot Noir and 32% Syrah, this ethereal wine is pillowy in candied aromas of lemon and lime. Pinkish-copper in color, it's light, bright and succulent, and then finishes dry and with brevity.",Sangiacomo Vineyard,88,24.0,California,Sonoma Coast,Sonoma,Rosé,Apriori
4277,France,"This soft, fruity wine is pretty much ready to drink. With its red-berry fruits and fresh acidity it has a crisp side, although its round, ripe texture is so attractive. Drink from the end of 2016.",Le Charmois Premier Cru,88,40.0,Burgundy,Saint-Aubin,,Pinot Noir,Au Pied du Mont Chauve
4278,Italy,"Made with 90% Sangiovese and 10% Cabernet Sauvignon, this red offers subdued aromas of black cherry, blue flower and baking spice. On the palate, notes of vanilla and roasted coffee bean accent black plum while firm tannins provide mouth-puckering support.",La Pietrasola,88,30.0,Tuscany,Maremma Toscana,,Red Blend,Canneta
4279,US,"Vanilla, cherry and a crunch of barbecue chips greet the entry of this full-bodied, weighty wine that's soft in tannin. Baked plum and cinnamon make it inviting and satisfying on the palate, finishing with a zest of racy acidity.",Watson Vineyard Old Vine,88,44.0,California,Dry Creek Valley,Sonoma,Zinfandel,Cast
4280,Italy,"Bright and fragrant, this opens with scents of wild berry, rose and violet. The vibrant palate delivers tart cherry, blood orange, anise and chopped herb alongside supple tannins and zesty acidity. There's no complexity but it's easy drinking and thoroughly enjoyable.",,88,20.0,Tuscany,Chianti Classico,,Red Blend,Bibbiano
4281,Italy,"Made with 95% Malvasia and 5% Sangiovese, this opens with aromas of resin, dried fruit and flaky pastry. On the sweet but rather fresh palate, clover honey and pine nut accent a core of mature apricot.",Castello di Brolio,88,44.0,Tuscany,Vin Santo del Chianti Classico,,Red Blend,Barone Ricasoli
4282,Italy,"A light, easy drinking but enjoyable expression of Brunello, this offers subtle aromas of blue flower, wild berry and a hint of baking spice. The medium-bodied palate shows black cherry, anise and a coffee note alongside pliant tannins. Drink through 2020.",,88,40.0,Tuscany,Brunello di Montalcino,,Sangiovese,Bonacchi
4283,Italy,"Aromas of toasted oak, plum, menthol and crushed violet open on the nose. The palate offers dried black cherry, licorice, leather, chopped sage and espresso alongside firm, fine-grained tannins. Drink sooner rather than later.",,88,20.0,Tuscany,Chianti Classico,,Sangiovese,Castello di Bossi
4284,Spain,"Rooty, nutty aromas of stewed fruits are almost baked out. On the palate, this rallies to show muscle and shape. Flavors of dried cherry, plum and raisin feature notes of caramel and spice. On the finish, this is mild and on cruise control. Drink now.",Mencos Reserva,88,32.0,Northern Spain,Rioja,,Tempranillo,Conde de Hervías & Mencos
4285,Spain,"Spicy, minty aromas of dried herbs and modest red fruits are stony and dry. This is a juicy, agile Mencía with flavors of dry oak, spice, red currant and plum. A clean, clear, stony finish is light, bright and punchy.",Viña do Burato,88,19.0,Galicia,Ribeira Sacra,,Mencía,D. Ventura
4286,Italy,"Here's a spicy red that opens with aromas of clove, ground pepper, red berry and an earthy note of underbrush. The round, easygoing palate offers mature black cherry, licorice and a hint of espresso framed in polished tannins. Drink through 2017.",,88,25.0,Tuscany,Chianti Classico,,Red Blend,Fattoria di Montemaggio
